Year,Country,Temperature,SeaLevel,AgriculturalYield,,
1995,ZMB,3.429,89.1,34.6,,
1996,ZMB,5.125,89.1,34.6,,
1997,ZMB,3.931,89.1,34.6,,
1998,ZMB,3.068,89.1,34.6,,
1999,ZMB,6.449,89.1,34.6,,
2000,ZMB,4.458,89.1,34.6,,
2001,ZMB,2.195,89.1,34.6,,
2002,ZMB,3.885,89.1,34.6,,
2003,ZMB,2.52,89.1,34.6,,
2004,ZMB,3.986,89.1,34.6,,
2005,ZMB,4.073,89.1,34.6,,
2006,ZMB,1.906,89.1,34.6,,
2007,ZMB,2.533,89.1,34.6,,
2008,ZMB,2.578,89.1,34.6,,
2009,ZMB,2.191,89.1,34.6,,
2010,ZMB,1.888,89.1,34.6,,
2011,ZMB,7.955,89.1,34.6,,
2012,ZMB,6.6,89.1,34.6,,
2013,ZMB,9.512,89.1,34.6,,
2014,ZMB,8.376,89.1,34.6,,
2015,ZMB,2.92,89.1,34.6,,
2016,ZMB,6.187,89.1,34.6,,
2017,ZMB,2.826,89.1,34.6,,
2018,ZMB,8.668,89.1,34.6,,
2019,ZMB,8.388,89.1,34.6,,
2020,ZMB,3.472,89.1,34.6,,
2021,ZMB,3.913,89.1,34.6,,
2022,ZMB,5.22,89.1,34.6,,
2023,ZMB,8.708,89.1,34.6,,
2024,ZMB,6.023,89.1,34.6,,
2025,ZMB,5.65,89.1,34.6,,
1990,MEX,5.213,89.1,34.6,,
1991,MEX,2.171,89.1,34.6,,
1992,MEX,1.249,89.1,34.6,,
1993,MEX,3.962,89.1,34.6,,
1994,MEX,5.734,89.1,34.6,,
1995,MEX,1.622,89.1,34.6,,
1996,MEX,1.954,89.1,34.6,,
1997,MEX,3.625,89.1,34.6,,
1998,MEX,3.388,89.1,34.6,,
1999,MEX,7.449,89.1,34.6,,
2000,MEX,1.992,89.1,34.6,,
2001,MEX,7.208,89.1,34.6,,
2002,MEX,4.543,89.1,34.6,,
2003,MEX,3.699,89.1,34.6,,
2004,MEX,1.212,89.1,34.6,,
2005,MEX,4.655,89.1,34.6,,
2006,MEX,3.387,89.1,34.6,,
2007,MEX,3.239,89.1,34.6,,
2008,MEX,4.864,89.1,34.6,,
2009,MEX,3.628,89.1,34.6,,
2010,MEX,3.343,89.1,34.6,,
2011,MEX,6.914,89.1,34.6,,
2012,MEX,3.709,89.1,34.6,,
2013,MEX,4.446,89.1,34.6,,
2014,MEX,5.813,89.1,34.6,,
2015,MEX,2.331,89.1,34.6,,
2016,MEX,2.021,89.1,34.6,,
2017,MEX,3.927,89.1,34.6,,
2018,MEX,3.036,89.1,34.6,,
2019,MEX,1.954,89.1,34.6,,
2020,MEX,2.175,89.1,34.6,,
2021,MEX,5.083,89.1,34.6,,
2022,MEX,5.764,89.1,34.6,,
2023,MEX,2.482,89.1,34.6,,
2024,MEX,2.004,89.1,34.6,,
2025,MEX,3.041,89.1,34.6,,
1990,RUS,5.034,89.1,34.6,,
1991,RUS,4.699,89.1,34.6,,
1992,RUS,1.564,89.1,34.6,,
1993,RUS,3.203,89.1,34.6,,
1994,RUS,6.657,89.1,34.6,,
1995,RUS,1.107,89.1,34.6,,
1996,RUS,4.428,89.1,34.6,,
1997,RUS,1.551,89.1,34.6,,
1998,RUS,7.512,89.1,34.6,,
1999,RUS,5.041,89.1,34.6,,
2000,RUS,3.569,89.1,34.6,,
2001,RUS,4.594,89.1,34.6,,
2002,RUS,9.471,89.1,34.6,,
2003,RUS,4.796,89.1,34.6,,
2004,RUS,4.154,89.1,34.6,,
2005,RUS,2.289,89.1,34.6,,
2006,RUS,4.493,89.1,34.6,,
2007,RUS,2.801,89.1,34.6,,
2008,RUS,4.186,89.1,34.6,,
2009,RUS,2.667,89.1,34.6,,
2010,RUS,3.826,89.1,34.6,,
2011,RUS,3.004,89.1,34.6,,
2012,RUS,10.512,89.1,34.6,,
2013,RUS,5.207,89.1,34.6,,
2014,RUS,3.505,89.1,34.6,,
2015,RUS,1.615,89.1,34.6,,
2016,RUS,3.503,89.1,34.6,,
2017,RUS,2.677,89.1,34.6,,
2018,RUS,5.617,89.1,34.6,,
2019,RUS,2.058,89.1,34.6,,
2020,RUS,5.196,89.1,34.6,,
2021,RUS,4.43,89.1,34.6,,
2022,RUS,2.924,89.1,34.6,,
2023,RUS,2.841,89.1,34.6,,
2024,RUS,2.662,89.1,34.6,,
2025,RUS,8.741,89.1,34.6,,
1990,ISR,12.187,89.1,34.6,,
1991,ISR,1.293,89.1,34.6,,
1992,ISR,2.986,89.1,34.6,,
1993,ISR,3.207,89.1,34.6,,
1994,ISR,1.919,89.1,34.6,,
1995,ISR,3.249,89.1,34.6,,
1996,ISR,0.87,89.1,34.6,,
1997,ISR,6.802,89.1,34.6,,
1998,ISR,1.437,89.1,34.6,,
1999,ISR,2.359,89.1,34.6,,
2000,ISR,7.574,89.1,34.6,,
2001,ISR,4.696,89.1,34.6,,
2002,ISR,9.468,89.1,34.6,,
2003,ISR,2.508,89.1,34.6,,
2004,ISR,4.851,89.1,34.6,,
2005,ISR,4.22,89.1,34.6,,
2006,ISR,3.135,89.1,34.6,,
2007,ISR,5.481,89.1,34.6,,
2008,ISR,4.002,89.1,34.6,,
2009,ISR,4.159,89.1,34.6,,
2010,ISR,4.632,89.1,34.6,,
2011,ISR,9.813,89.1,34.6,,
2012,ISR,6.585,89.1,34.6,,
2013,ISR,9.44,89.1,34.6,,
2014,ISR,5.292,89.1,34.6,,
2015,ISR,3.154,89.1,34.6,,
2016,ISR,1.885,89.1,34.6,,
2017,ISR,5.867,89.1,34.6,,
2018,ISR,1.941,89.1,34.6,,
2019,ISR,2.407,89.1,34.6,,
2020,ISR,2.552,89.1,34.6,,
2021,ISR,4.828,89.1,34.6,,
2022,ISR,4.81,89.1,34.6,,
2023,ISR,2.996,89.1,34.6,,
2024,ISR,3.166,89.1,34.6,,
2025,ISR,11.962,89.1,34.6,,
1990,PAK,9.162,89.1,34.6,,
1991,PAK,4.7,89.1,34.6,,
1992,PAK,9.265,89.1,34.6,,
1993,PAK,2.471,89.1,34.6,,
1994,PAK,2.806,89.1,34.6,,
1995,PAK,5.63,89.1,34.6,,
1996,PAK,8.009,89.1,34.6,,
1997,PAK,6.459,89.1,34.6,,
1998,PAK,5.47,89.1,34.6,,
1999,PAK,2.793,89.1,34.6,,
2000,PAK,3.361,89.1,34.6,,
2001,PAK,5.191,89.1,34.6,,
2002,PAK,6.922,89.1,34.6,,
2003,PAK,4.689,89.1,34.6,,
2004,PAK,3.644,89.1,34.6,,
2005,PAK,5.252,89.1,34.6,,
2006,PAK,5.253,89.1,34.6,,
2007,PAK,4.742,89.1,34.6,,
2008,PAK,4.243,89.1,34.6,,
2009,PAK,2.292,89.1,34.6,,
2010,PAK,3.493,89.1,34.6,,
2011,PAK,5.375,89.1,34.6,,
2012,PAK,2.566,89.1,34.6,,
2013,PAK,2.962,89.1,34.6,,
2014,PAK,2.696,89.1,34.6,,
2015,PAK,7.618,89.1,34.6,,
2016,PAK,4.574,89.1,34.6,,
2017,PAK,4.684,89.1,34.6,,
2018,PAK,1.755,89.1,34.6,,
2019,PAK,5.375,89.1,34.6,,
2020,PAK,8.518,89.1,34.6,,
2021,PAK,9.001,89.1,34.6,,
2022,PAK,1.76,89.1,34.6,,
2023,PAK,7.179,89.1,34.6,,
2024,PAK,3.422,89.1,34.6,,
2025,PAK,4.994,89.1,34.6,,
1990,SSA,4.898,89.1,34.6,,
1991,SSA,4.541,89.1,34.6,,
1992,SSA,3.313,89.1,34.6,,
1993,SSA,5.93,89.1,34.6,,
1994,SSA,5.054,89.1,34.6,,
1995,SSA,7.857,89.1,34.6,,
1996,SSA,6.207,89.1,34.6,,
1997,SSA,3.868,89.1,34.6,,
1998,SSA,8.876,89.1,34.6,,
1999,SSA,1.322,89.1,34.6,,
2000,SSA,4.601,89.1,34.6,,
2001,SSA,2.208,89.1,34.6,,
2002,SSA,7.6,89.1,34.6,,
2003,SSA,4.059,89.1,34.6,,
2004,SSA,4.615,89.1,34.6,,
2005,SSA,2.88,89.1,34.6,,
2006,SSA,2.828,89.1,34.6,,
2007,SSA,5.019,89.1,34.6,,
2008,SSA,2.273,89.1,34.6,,
2009,SSA,1.923,89.1,34.6,,
2010,SSA,3.27,89.1,34.6,,
2011,SSA,3.816,89.1,34.6,,
2012,SSA,5.62,89.1,34.6,,
2013,SSA,7.449,89.1,34.6,,
2014,SSA,4.907,89.1,34.6,,
2015,SSA,4.962,89.1,34.6,,
2016,SSA,3.388,89.1,34.6,,
2017,SSA,4.841,89.1,34.6,,
2018,SSA,1.947,89.1,34.6,,
2019,SSA,3.354,89.1,34.6,,
2020,SSA,1.927,89.1,34.6,,
2021,SSA,1.637,89.1,34.6,,
2022,SSA,4.101,89.1,34.6,,
2023,SSA,1.507,89.1,34.6,,
2024,SSA,2.498,89.1,34.6,,
2025,SSA,5.482,89.1,34.6,,
1990,CAN,5.734,89.1,34.6,,
1991,CAN,2.732,89.1,34.6,,
1992,CAN,3.515,89.1,34.6,,
1993,CAN,2.076,89.1,34.6,,
1994,CAN,2.927,89.1,34.6,,
1995,CAN,2.115,89.1,34.6,,
1996,CAN,2.507,89.1,34.6,,
1997,CAN,2.591,89.1,34.6,,
1998,CAN,3.646,89.1,34.6,,
1999,CAN,2.278,89.1,34.6,,
2000,CAN,10.444,89.1,34.6,,
2001,CAN,8.765,89.1,34.6,,
2002,CAN,2.588,89.1,34.6,,
2003,CAN,4.256,89.1,34.6,,
2004,CAN,2.957,89.1,34.6,,
2005,CAN,2.525,89.1,34.6,,
2006,CAN,3.188,89.1,34.6,,
2007,CAN,2.483,89.1,34.6,,
2008,CAN,1.18,89.1,34.6,,
2009,CAN,2.726,89.1,34.6,,
2010,CAN,1.317,89.1,34.6,,
2011,CAN,2.97,89.1,34.6,,
2012,CAN,2.384,89.1,34.6,,
2013,CAN,6.125,89.1,34.6,,
2014,CAN,3.787,89.1,34.6,,
2015,CAN,2.064,89.1,34.6,,
2016,CAN,2.551,89.1,34.6,,
2017,CAN,1.511,89.1,34.6,,
2018,CAN,1.072,89.1,34.6,,
2019,CAN,2.766,89.1,34.6,,
2020,CAN,2.309,89.1,34.6,,
2021,CAN,3.751,89.1,34.6,,
2022,CAN,2.406,89.1,34.6,,
2023,CAN,3.313,89.1,34.6,,
2024,CAN,3.77,89.1,34.6,,
2025,CAN,5.389,89.1,34.6,,
1990,CHN,6.257,89.1,34.6,,
1991,CHN,4.542,89.1,34.6,,
1992,CHN,3.091,89.1,34.6,,
1993,CHN,1.842,89.1,34.6,,
1994,CHN,4.343,89.1,34.6,,
1995,CHN,7.567,89.1,34.6,,
1996,CHN,6.689,89.1,34.6,,
1997,CHN,2.745,89.1,34.6,,
1998,CHN,4.398,89.1,34.6,,
1999,CHN,6.602,89.1,34.6,,
2000,CHN,3.625,89.1,34.6,,
2001,CHN,6.533,89.1,34.6,,
2002,CHN,9.11,89.1,34.6,,
2003,CHN,2.314,89.1,34.6,,
2004,CHN,2.311,89.1,34.6,,
2005,CHN,4.189,89.1,34.6,,
2006,CHN,6.26,89.1,34.6,,
2007,CHN,8.227,89.1,34.6,,
2008,CHN,3.313,89.1,34.6,,
2009,CHN,2.933,89.1,34.6,,
2010,CHN,2.875,89.1,34.6,,
2011,CHN,3.098,89.1,34.6,,
2012,CHN,2.694,89.1,34.6,,
2013,CHN,6.643,89.1,34.6,,
2014,CHN,9.191,89.1,34.6,,
2015,CHN,2.79,89.1,34.6,,
2016,CHN,3.099,89.1,34.6,,
2017,CHN,5.746,89.1,34.6,,
2018,CHN,2.712,89.1,34.6,,
2019,CHN,3.986,89.1,34.6,,
2020,CHN,3.173,89.1,34.6,,
2021,CHN,4.763,89.1,34.6,,
2022,CHN,4.053,89.1,34.6,,
2023,CHN,3.362,89.1,34.6,,
2024,CHN,3.519,89.1,34.6,,
2025,CHN,3.858,89.1,34.6,,
1990,NGA,1.58,89.1,34.6,,
1991,NGA,3.693,89.1,34.6,,
1992,NGA,1.625,89.1,34.6,,
1993,NGA,1.288,89.1,34.6,,
1994,NGA,4.712,89.1,34.6,,
1995,NGA,3.409,89.1,34.6,,
1996,NGA,5.18,89.1,34.6,,
1997,NGA,5.299,89.1,34.6,,
1998,NGA,1.46,89.1,34.6,,
1999,NGA,3.744,89.1,34.6,,
2000,NGA,6.102,89.1,34.6,,
2001,NGA,9.224,89.1,34.6,,
2002,NGA,3.105,89.1,34.6,,
2003,NGA,2.522,89.1,34.6,,
2004,NGA,4.184,89.1,34.6,,
2005,NGA,3.186,89.1,34.6,,
2006,NGA,2.498,89.1,34.6,,
2007,NGA,2.868,89.1,34.6,,
2008,NGA,3.364,89.1,34.6,,
2009,NGA,4.998,89.1,34.6,,
2010,NGA,2.728,89.1,34.6,,
2011,NGA,3.668,89.1,34.6,,
2012,NGA,4.102,89.1,34.6,,
2013,NGA,1.943,89.1,34.6,,
2014,NGA,2.58,89.1,34.6,,
2015,NGA,2.216,89.1,34.6,,
2016,NGA,1.564,89.1,34.6,,
2017,NGA,5.204,89.1,34.6,,
2018,NGA,2.686,89.1,34.6,,
2019,NGA,3.312,89.1,34.6,,
2020,NGA,6.725,89.1,34.6,,
2021,NGA,4.138,89.1,34.6,,
2022,NGA,3.419,89.1,34.6,,
2023,NGA,3.802,89.1,34.6,,
2024,NGA,2.898,89.1,34.6,,
2025,NGA,2.767,89.1,34.6,,
1990,BRICS,3.228,89.1,34.6,,
1991,BRICS,3.488,89.1,34.6,,
1992,BRICS,5.081,89.1,34.6,,
1993,BRICS,1.798,89.1,34.6,,
1994,BRICS,4,89.1,34.6,,
1995,BRICS,3.216,89.1,34.6,,
1996,BRICS,1.381,89.1,34.6,,
1997,BRICS,3.515,89.1,34.6,,
1998,BRICS,2.493,89.1,34.6,,
1999,BRICS,2.632,89.1,34.6,,
2000,BRICS,1.649,89.1,34.6,,
2001,BRICS,2.373,89.1,34.6,,
2002,BRICS,5.182,89.1,34.6,,
2003,BRICS,4.608,89.1,34.6,,
2004,BRICS,2.093,89.1,34.6,,
2005,BRICS,1.546,89.1,34.6,,
2006,BRICS,1.49,89.1,34.6,,
2007,BRICS,1.89,89.1,34.6,,
2008,BRICS,3.348,89.1,34.6,,
2009,BRICS,3.261,89.1,34.6,,
2010,BRICS,3.202,89.1,34.6,,
2011,BRICS,3.141,89.1,34.6,,
2012,BRICS,2.727,89.1,34.6,,
2013,BRICS,1.96,89.1,34.6,,
2014,BRICS,1.029,89.1,34.6,,
2015,BRICS,1.723,89.1,34.6,,
2016,BRICS,1.998,89.1,34.6,,
2017,BRICS,2.65,89.1,34.6,,
2018,BRICS,1.921,89.1,34.6,,
2019,BRICS,3.782,89.1,34.6,,
2020,BRICS,2.205,89.1,34.6,,
2021,BRICS,2.013,89.1,34.6,,
2022,BRICS,1.6,89.1,34.6,,
2023,BRICS,1.546,89.1,34.6,,
2024,BRICS,4.954,89.1,34.6,,
2025,BRICS,2.331,89.1,34.6,,
1990,USA,2.042,89.1,34.6,,
1991,USA,2.805,89.1,34.6,,
1992,USA,2.584,89.1,34.6,,
1993,USA,2.65,89.1,34.6,,
1994,USA,2.144,89.1,34.6,,
1995,USA,2.226,89.1,34.6,,
1996,USA,2.145,89.1,34.6,,
1997,USA,3.752,89.1,34.6,,
1998,USA,4.679,89.1,34.6,,
1999,USA,2.726,89.1,34.6,,
2000,USA,2.538,89.1,34.6,,
2001,USA,4.631,89.1,34.6,,
2002,USA,3.881,89.1,34.6,,
2003,USA,3.121,89.1,34.6,,
2004,USA,2.916,89.1,34.6,,
2005,USA,2.215,89.1,34.6,,
2006,USA,1.695,89.1,34.6,,
2007,USA,1.98,89.1,34.6,,
2008,USA,2.994,89.1,34.6,,
2009,USA,1.395,89.1,34.6,,
2010,USA,3.315,89.1,34.6,,
2011,USA,2.897,89.1,34.6,,
2012,USA,3.697,89.1,34.6,,
2013,USA,5.762,89.1,34.6,,
2014,USA,2.938,89.1,34.6,,
2015,USA,4.833,89.1,34.6,,
2016,USA,2.551,89.1,34.6,,
2017,USA,1.7,89.1,34.6,,
2018,USA,1.115,89.1,34.6,,
2019,USA,3.411,89.1,34.6,,
2020,USA,2.242,89.1,34.6,,
2021,USA,5.081,89.1,34.6,,
2022,USA,2.384,89.1,34.6,,
2023,USA,5.34,89.1,34.6,,
2024,USA,4.625,89.1,34.6,,
2025,USA,2.418,89.1,34.6,,
1990,MOZ,3.067,89.1,34.6,,
1991,MOZ,2.048,89.1,34.6,,
1992,MOZ,3.949,89.1,34.6,,
1993,MOZ,1.238,89.1,34.6,,
1994,MOZ,2.994,89.1,34.6,,
1995,MOZ,2.553,89.1,34.6,,
1996,MOZ,2.659,89.1,34.6,,
1997,MOZ,3.495,89.1,34.6,,
1998,MOZ,2.342,89.1,34.6,,
1999,MOZ,3.244,89.1,34.6,,
2000,MOZ,1.49,89.1,34.6,,
2001,MOZ,1.921,89.1,34.6,,
2002,MOZ,4.133,89.1,34.6,,
2003,MOZ,2.919,89.1,34.6,,
2004,MOZ,4.224,89.1,34.6,,
2005,MOZ,2.54,89.1,34.6,,
2006,MOZ,2.091,89.1,34.6,,
2007,MOZ,1.673,89.1,34.6,,
2008,MOZ,2.393,89.1,34.6,,
2009,MOZ,2.969,89.1,34.6,,
2010,MOZ,1.005,89.1,34.6,,
2011,MOZ,1.779,89.1,34.6,,
2012,MOZ,3.06,89.1,34.6,,
2013,MOZ,2.78,89.1,34.6,,
2014,MOZ,5.445,89.1,34.6,,
2015,MOZ,5.216,89.1,34.6,,
2016,MOZ,2.461,89.1,34.6,,
2017,MOZ,1.882,89.1,34.6,,
2018,MOZ,1.754,89.1,34.6,,
2019,MOZ,3.794,89.1,34.6,,
2020,MOZ,2.954,89.1,34.6,,
2021,MOZ,1.195,89.1,34.6,,
2022,MOZ,1.694,89.1,34.6,,
2023,MOZ,2.967,89.1,34.6,,
2024,MOZ,1.724,89.1,34.6,,
2025,MOZ,2.975,89.1,34.6,,
1990,ETH,2.478,89.1,34.6,,
1991,ETH,6.061,89.1,34.6,,
1992,ETH,1.476,89.1,34.6,,
1993,ETH,4.655,89.1,34.6,,
1994,ETH,1.344,89.1,34.6,,
1995,ETH,1.691,89.1,34.6,,
1996,ETH,2.253,89.1,34.6,,
1997,ETH,4.266,89.1,34.6,,
1998,ETH,1.911,89.1,34.6,,
1999,ETH,2.73,89.1,34.6,,
2000,ETH,1.849,89.1,34.6,,
2001,ETH,5.354,89.1,34.6,,
2002,ETH,3.687,89.1,34.6,,
2003,ETH,3.927,89.1,34.6,,
2004,ETH,5.587,89.1,34.6,,
2005,ETH,3.069,89.1,34.6,,
2006,ETH,1.87,89.1,34.6,,
2007,ETH,1.707,89.1,34.6,,
2008,ETH,1.298,89.1,34.6,,
2009,ETH,2.782,89.1,34.6,,
2010,ETH,6.124,89.1,34.6,,
2011,ETH,3.61,89.1,34.6,,
2012,ETH,4.873,89.1,34.6,,
2013,ETH,6.939,89.1,34.6,,
2014,ETH,5.477,89.1,34.6,,
2015,ETH,2.77,89.1,34.6,,
2016,ETH,4.647,89.1,34.6,,
2017,ETH,3.205,89.1,34.6,,
2018,ETH,3.929,89.1,34.6,,
2019,ETH,3.888,89.1,34.6,,
2020,ETH,2.829,89.1,34.6,,
2021,ETH,1.671,89.1,34.6,,
2022,ETH,5.537,89.1,34.6,,
2023,ETH,3.232,89.1,34.6,,
2024,ETH,3.988,89.1,34.6,,
2025,ETH,3.598,89.1,34.6,,
1990,UKR,5.613,89.1,34.6,,
1991,UKR,3.006,89.1,34.6,,
1992,UKR,1.325,89.1,34.6,,
1993,UKR,3.743,89.1,34.6,,
1994,UKR,4.067,89.1,34.6,,
1995,UKR,3.119,89.1,34.6,,
1996,UKR,5.139,89.1,34.6,,
1997,UKR,3.28,89.1,34.6,,
1998,UKR,5.783,89.1,34.6,,
1999,UKR,6.133,89.1,34.6,,
2000,UKR,3.381,89.1,34.6,,
2001,UKR,3.41,89.1,34.6,,
2002,UKR,1.177,89.1,34.6,,
2003,UKR,3.392,89.1,34.6,,
2004,UKR,3.325,89.1,34.6,,
2005,UKR,3.195,89.1,34.6,,
2006,UKR,1.461,89.1,34.6,,
2007,UKR,2.11,89.1,34.6,,
2008,UKR,5.678,89.1,34.6,,
2009,UKR,1.12,89.1,34.6,,
2010,UKR,4.19,89.1,34.6,,
2011,UKR,3.858,89.1,34.6,,
2012,UKR,4.39,89.1,34.6,,
2013,UKR,5.533,89.1,34.6,,
2014,UKR,2.081,89.1,34.6,,
2015,UKR,9.366,89.1,34.6,,
2016,UKR,1.191,89.1,34.6,,
2017,UKR,7.288,89.1,34.6,,
2018,UKR,3.651,89.1,34.6,,
2019,UKR,2.221,89.1,34.6,,
2020,UKR,1.129,89.1,34.6,,
2021,UKR,2.173,89.1,34.6,,
2022,UKR,1.663,89.1,34.6,,
2023,UKR,2.403,89.1,34.6,,
2024,UKR,2.388,89.1,34.6,,
2025,UKR,3.906,89.1,34.6,,
1990,IND,1.589,89.1,34.6,,
1991,IND,3.005,89.1,34.6,,
1992,IND,1.994,89.1,34.6,,
1993,IND,1.616,89.1,34.6,,
1994,IND,1.815,89.1,34.6,,
1995,IND,3.645,89.1,34.6,,
1996,IND,1.681,89.1,34.6,,
1997,IND,2.017,89.1,34.6,,
1998,IND,4.992,89.1,34.6,,
1999,IND,7.562,89.1,34.6,,
2000,IND,8.664,89.1,34.6,,
2001,IND,2.207,89.1,34.6,,
2002,IND,6.604,89.1,34.6,,
2003,IND,5.627,89.1,34.6,,
2004,IND,2.844,89.1,34.6,,
2005,IND,3.464,89.1,34.6,,
2006,IND,3.123,89.1,34.6,,
2007,IND,3.489,89.1,34.6,,
2008,IND,2.733,89.1,34.6,,
2009,IND,1.521,89.1,34.6,,
2010,IND,4.284,89.1,34.6,,
2011,IND,3.033,89.1,34.6,,
2012,IND,2.683,89.1,34.6,,
2013,IND,4.61,89.1,34.6,,
2014,IND,2.68,89.1,34.6,,
2015,IND,3.066,89.1,34.6,,
2016,IND,5.157,89.1,34.6,,
2017,IND,2.302,89.1,34.6,,
2018,IND,2.016,89.1,34.6,,
2019,IND,2.554,89.1,34.6,,
2020,IND,0.957,89.1,34.6,,
2021,IND,1.452,89.1,34.6,,
2022,IND,7.582,89.1,34.6,,
2023,IND,8.38,89.1,34.6,,
2024,IND,2.088,89.1,34.6,,
2025,IND,5.687,89.1,34.6,,
1990,NOR,3.191,89.1,34.6,,
1991,NOR,3.304,89.1,34.6,,
1992,NOR,2.81,89.1,34.6,,
1993,NOR,2.953,89.1,34.6,,
1994,NOR,1.727,89.1,34.6,,
1995,NOR,1.422,89.1,34.6,,
1996,NOR,2.499,89.1,34.6,,
1997,NOR,3.074,89.1,34.6,,
1998,NOR,3.768,89.1,34.6,,
1999,NOR,2.622,89.1,34.6,,
2000,NOR,2.968,89.1,34.6,,
2001,NOR,4.309,89.1,34.6,,
2002,NOR,1.914,89.1,34.6,,
2003,NOR,2.462,89.1,34.6,,
2004,NOR,7.105,89.1,34.6,,
2005,NOR,4.21,89.1,34.6,,
2006,NOR,5.395,89.1,34.6,,
2007,NOR,4.085,89.1,34.6,,
2008,NOR,1.876,89.1,34.6,,
2009,NOR,2.874,89.1,34.6,,
2010,NOR,3.002,89.1,34.6,,
2011,NOR,6.225,89.1,34.6,,
2012,NOR,2.708,89.1,34.6,,
2013,NOR,3.203,89.1,34.6,,
2014,NOR,3.975,89.1,34.6,,
2015,NOR,7.784,89.1,34.6,,
2016,NOR,1.525,89.1,34.6,,
2017,NOR,2.454,89.1,34.6,,
2018,NOR,1.752,89.1,34.6,,
2019,NOR,0.887,89.1,34.6,,
2020,NOR,1.637,89.1,34.6,,
2021,NOR,1.069,89.1,34.6,,
2022,NOR,1.793,89.1,34.6,,
2023,NOR,2.249,89.1,34.6,,
2024,NOR,2.59,89.1,34.6,,
2025,NOR,8.579,89.1,34.6,,
1990,NGA,3.491,89.1,34.6,,
1991,NGA,2.984,89.1,34.6,,
1992,NGA,1.332,89.1,34.6,,
1993,NGA,2.136,89.1,34.6,,
1994,NGA,0.903,89.1,34.6,,
1995,NGA,3.796,89.1,34.6,,
1996,NGA,2.901,89.1,34.6,,
1997,NGA,2.061,89.1,34.6,,
1998,NGA,0.945,89.1,34.6,,
1999,NGA,0.952,89.1,34.6,,
2000,NGA,1.784,89.1,34.6,,
2001,NGA,4.105,89.1,34.6,,
2002,NGA,5.482,89.1,34.6,,
2003,NGA,2.023,89.1,34.6,,
2004,NGA,2.319,89.1,34.6,,
2005,NGA,1.731,89.1,34.6,,
2006,NGA,3.248,89.1,34.6,,
2007,NGA,2.498,89.1,34.6,,
2008,NGA,1.561,89.1,34.6,,
2009,NGA,1.453,89.1,34.6,,
2010,NGA,0.774,89.1,34.6,,
2011,NGA,2.813,89.1,34.6,,
2012,NGA,2.318,89.1,34.6,,
2013,NGA,2.981,89.1,34.6,,
2014,NGA,2.15,89.1,34.6,,
2015,NGA,1.372,89.1,34.6,,
2016,NGA,1.159,89.1,34.6,,
2017,NGA,2.382,89.1,34.6,,
2018,NGA,1.754,89.1,34.6,,
2019,NGA,1.08,89.1,34.6,,
2020,NGA,3.162,89.1,34.6,,
2021,NGA,2.168,89.1,34.6,,
2022,NGA,1.176,89.1,34.6,,
2023,NGA,1.852,89.1,34.6,,
2024,NGA,4.364,89.1,34.6,,
2025,NGA,1.603,89.1,34.6,,
1990,NOR,2.892,89.1,34.6,,
1991,NOR,2.073,89.1,34.6,,
1992,NOR,3.335,89.1,34.6,,
1993,NOR,2.029,89.1,34.6,,
1994,NOR,2.714,89.1,34.6,,
1995,NOR,1.226,89.1,34.6,,
1996,NOR,1.783,89.1,34.6,,
1997,NOR,1.677,89.1,34.6,,
1998,NOR,1.987,89.1,34.6,,
1999,NOR,4.052,89.1,34.6,,
2000,NOR,1.376,89.1,34.6,,
2001,NOR,1.051,89.1,34.6,,
2002,NOR,3.141,89.1,34.6,,
2003,NOR,1.661,89.1,34.6,,
2004,NOR,2.577,89.1,34.6,,
2005,NOR,1.729,89.1,34.6,,
2006,NOR,3.244,89.1,34.6,,
2007,NOR,5.124,89.1,34.6,,
2008,NOR,2.703,89.1,34.6,,
2009,NOR,2.405,89.1,34.6,,
2010,NOR,1.479,89.1,34.6,,
2011,NOR,2.095,89.1,34.6,,
2012,NOR,3.911,89.1,34.6,,
2013,NOR,2.814,89.1,34.6,,
2014,NOR,1.822,89.1,34.6,,
2015,NOR,2.701,89.1,34.6,,
2016,NOR,3.449,89.1,34.6,,
2017,NOR,0.976,89.1,34.6,,
2018,NOR,0.803,89.1,34.6,,
2019,NOR,3.102,89.1,34.6,,
2020,NOR,3.008,89.1,34.6,,
2021,NOR,2.406,89.1,34.6,,
2022,NOR,2.466,89.1,34.6,,
2023,NOR,2.589,89.1,34.6,,
2024,NOR,1.072,89.1,34.6,,
2025,NOR,1.374,89.1,34.6,,
1990,NZL,1.786,89.1,34.6,,
1991,NZL,2.093,89.1,34.6,,
1992,NZL,3.774,89.1,34.6,,
1993,NZL,1.969,89.1,34.6,,
1994,NZL,2.655,89.1,34.6,,
1995,NZL,1.336,89.1,34.6,,
1996,NZL,1.651,89.1,34.6,,
1997,NZL,3.003,89.1,34.6,,
1998,NZL,3.301,89.1,34.6,,
1999,NZL,1.124,89.1,34.6,,
2000,NZL,2.405,89.1,34.6,,
2001,NZL,3.906,89.1,34.6,,
2002,NZL,1.501,89.1,34.6,,
2003,NZL,2.163,89.1,34.6,,
2004,NZL,4.564,89.1,34.6,,
2005,NZL,3.516,89.1,34.6,,
2006,NZL,2.041,89.1,34.6,,
2007,NZL,1.45,89.1,34.6,,
2008,NZL,2.04,89.1,34.6,,
2009,NZL,1.166,89.1,34.6,,
2010,NZL,1,89.1,34.6,,
